Filename, Average, Standard deviation, Minimum, Maximum
../data/samplesAxExpDifLen/70000/sample1.bin,23.646,18065.2,0,1459.35
../data/samplesAxExpDifLen/70000/sample2.bin,23.7753,18315,0,1459.33
../data/samplesAxExpDifLen/70000/sample3.bin,23.5302,17953.8,0,1459.29
../data/samplesAxExpDifLen/70000/sample4.bin,23.6977,18381.2,0,1459.17
../data/samplesAxExpDifLen/70000/sample5.bin,23.5169,17941.4,0,1459.31
../data/samplesAxExpDifLen/70000/sample6.bin,23.5004,18045.5,0,1459.32
../data/samplesAxExpDifLen/70000/sample7.bin,23.6371,18117.9,0,1458.94
../data/samplesAxExpDifLen/70000/sample8.bin,39.3943,20279.1,0,1457.54
../data/samplesAxExpDifLen/70000/sample9.bin,33.6443,17654.6,0,1028.75
../data/samplesAxExpDifLen/70000/sample10.bin,40.6179,20239.4,0,1051.86
