Filename, Average, Standard deviation, Minimum, Maximum
../data/samplesAxExpDifLen/100000/sample1.bin,23.6422,21641.6,0,1459.35
../data/samplesAxExpDifLen/100000/sample2.bin,23.7183,21712.9,0,1459.33
../data/samplesAxExpDifLen/100000/sample3.bin,23.576,21692.7,0,1459.29
../data/samplesAxExpDifLen/100000/sample4.bin,23.5297,21612.5,0,1459.32
../data/samplesAxExpDifLen/100000/sample5.bin,25.3993,22326.5,0,1459.14
../data/samplesAxExpDifLen/100000/sample6.bin,36.3242,22345.3,0,1362.86
../data/samplesAxExpDifLen/100000/sample7.bin,39.0839,23561,0,1051.86
../data/samplesAxExpDifLen/100000/sample8.bin,35.2229,22047.3,0,1172.31
../data/samplesAxExpDifLen/100000/sample9.bin,35.3266,22161.6,0,1202.56
../data/samplesAxExpDifLen/100000/sample10.bin,35.9518,22239.5,0,1040.46
