Filename, Average, Standard deviation, Minimum, Maximum
../data/samplesAxExpDifLenSmall/5000/sample1.bin,24.5715,4954.59,0,1455.62
../data/samplesAxExpDifLenSmall/5000/sample2.bin,22.995,4843.12,0,1456.83
../data/samplesAxExpDifLenSmall/5000/sample3.bin,23.434,4814.64,0,1452.99
../data/samplesAxExpDifLenSmall/5000/sample4.bin,25.9613,5491.1,0,1459.35
../data/samplesAxExpDifLenSmall/5000/sample5.bin,24.6019,4930.21,0,1459.34
../data/samplesAxExpDifLenSmall/5000/sample6.bin,21.0192,4257.99,0,1287.36
../data/samplesAxExpDifLenSmall/5000/sample7.bin,25.3221,5290.63,0,1458.91
../data/samplesAxExpDifLenSmall/5000/sample8.bin,24.1374,4861.67,0,1430.64
../data/samplesAxExpDifLenSmall/5000/sample9.bin,23.0435,4443.56,0,1406.2
../data/samplesAxExpDifLenSmall/5000/sample10.bin,20.4722,3987.79,0,1186.76
