Filename, Average, Standard deviation, Minimum, Maximum
../data/samplesAxExpDifLenSmall/25000/sample1.bin,24.3066,11207.6,0,1459.35
../data/samplesAxExpDifLenSmall/25000/sample2.bin,22.7788,10255.2,0,1458.91
../data/samplesAxExpDifLenSmall/25000/sample3.bin,24.2045,11230,0,1458.88
../data/samplesAxExpDifLenSmall/25000/sample4.bin,23.2812,10557.9,0,1458.97
../data/samplesAxExpDifLenSmall/25000/sample5.bin,23.8045,10972.9,0,1459.33
../data/samplesAxExpDifLenSmall/25000/sample6.bin,23.6533,10933.2,0,1458.93
../data/samplesAxExpDifLenSmall/25000/sample7.bin,23.874,10900.7,0,1459.19
../data/samplesAxExpDifLenSmall/25000/sample8.bin,23.5414,10615.3,0,1459.04
../data/samplesAxExpDifLenSmall/25000/sample9.bin,23.2577,10669.7,0,1459.29
../data/samplesAxExpDifLenSmall/25000/sample10.bin,23.8655,11130.1,0,1459.09
