Filename, Average, Standard deviation, Minimum, Maximum
./samplesAxons/8000/sample1.bin,24.663,6376.08,0,1456.83
./samplesAxons/8000/sample2.bin,23.6486,6271.9,0,1459.35
./samplesAxons/8000/sample3.bin,24.7766,6489.89,0,1459.34
./samplesAxons/8000/sample4.bin,21.3564,5472.52,0,1353.31
./samplesAxons/8000/sample5.bin,25.5161,6563.47,0,1458.91
./samplesAxons/8000/sample6.bin,21.9925,5238.91,0,1406.2
./samplesAxons/8000/sample7.bin,23.1385,6091.68,0,1449.89
./samplesAxons/8000/sample8.bin,24.0698,6285.52,0,1458.59
./samplesAxons/8000/sample9.bin,23.4797,6135.55,0,1458.88
./samplesAxons/8000/sample10.bin,25.3034,6797.59,0,1458.44
