Filename, Average, Standard deviation, Minimum, Maximum
./sampleExt/10000/sample1.bin,0.124028,15.6708,9.29342e-05,0.68074
./sampleExt/10000/sample2.bin,0.124606,15.7228,0.000704657,0.718043
./sampleExt/10000/sample3.bin,0.123034,15.4225,0.000354001,0.710962
./sampleExt/10000/sample4.bin,0.124693,15.7723,5.86738e-05,0.725715
./sampleExt/10000/sample5.bin,0.12446,15.7269,3.80542e-05,0.692348
./sampleExt/10000/sample6.bin,0.12507,15.7958,0.000154472,0.819185
./sampleExt/10000/sample7.bin,0.123712,15.6143,0.000134537,0.727531
./sampleExt/10000/sample8.bin,0.123179,15.4818,0.000455851,0.733196
./sampleExt/10000/sample9.bin,0.123146,15.5867,0.000344662,0.824965
./sampleExt/10000/sample10.bin,0.125739,15.892,0.000241682,0.664743
