Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
reTOUCH,5,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,0,0,89953,0,0,0,118,72,0.001,0,0.001,0.001,0,0.001,0,0.016,0,0,0.001,0.003,105.882,140,106.471,-nan,35,35
reTOUCH,5,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,0,0,192996,0,0,0,228,142,0.002,0,0.001,0.003,0.001,0.001,0,0.026,0,0,0.001,0.005,93.5484,137,117.097,-nan,63,63
reTOUCH,5,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,0,0,313749,0,0,0,359,204,0.003,0,0.002,0.003,0,0.003,0,0.032,0,0,0.002,0.005,95.7447,131,115.681,-nan,95,95
reTOUCH,5,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2,1.25e-05,445648,0,0,0,490,274,0.006,0,0.002,0.004,0.003,0.006,0,0.052,0,0,0.004,0.008,90.3226,149,116.71,-nan,125,125
reTOUCH,5,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,12,4.8e-05,626297,0,0,0,456,340,0.006,0,0.003,0.007,0.004,0.004,0,0.06,0,0,0.003,0.01,89.4737,177,121.105,-nan,153,153
reTOUCH,5,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7,1.94444e-05,839322,0,0,0,453,403,0.007,0,0.003,0.009,0.006,0.007,0,0.076,0,0,0.006,0.011,85.7143,202,122.462,-nan,183,183
reTOUCH,5,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,28,5.71429e-05,1201279,0,2,4.08163e-06,474,454,0.011,0,0.005,0.011,0.008,0.006,0,0.095,0,0,0.004,0.013,85.8491,234,123.321,-nan,213,213
reTOUCH,5,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,20,3.125e-05,1698561,0,0,0,393,523,0.013,0,0.006,0.014,0.01,0.008,0,0.12,0,0,0.006,0.017,91.6667,278,125.7,-nan,241,241
reTOUCH,20,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,0,0,118410,0,0,0,50,62,0.002,0,0.001,0.001,0,0.001,0,0.03,0,0,0,0.009,111.765,105,111.059,-nan,35,35
reTOUCH,20,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2,5e-05,374607,0,0,0,44,123,0.004,0,0.002,0.005,0.004,0.003,0,0.072,0,0,0.002,0.021,96.7742,242,123.645,-nan,63,63
reTOUCH,20,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7,7.77778e-05,1129129,0,0,0,41,172,0.006,0,0.002,0.006,0.002,0.003,0,0.076,0,0,0.002,0.02,146.809,354,123.128,-nan,95,95
reTOUCH,20,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7,4.375e-05,1656291,0,0,0,52,229,0.004,0,0.003,0.006,0.005,0.004,0,0.084,0,0,0.003,0.024,148.387,475,124.5,16.5542,125,125
reTOUCH,20,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,0,0,2294207,0,0,0,29,285,0.008,0,0.003,0.007,0.005,0.004,0,0.102,0,0,0.003,0.028,156.579,592,127.447,55.087,153,153
reTOUCH,20,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,16,4.44444e-05,3233146,0,0,0,21,337,0.009,0,0.003,0.01,0.007,0.008,0,0.13,0,0,0.006,0.034,160.44,699,127.934,104.03,183,183
reTOUCH,20,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,4,8.16327e-06,5281675,0,0,0,35,382,0.011,0,0.004,0.012,0.007,0.008,0,0.156,0,0,0.006,0.042,165.094,875,128.142,145.638,213,213
reTOUCH,20,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,0,0,8578983,0,0,0,14,442,0.014,0,0.005,0.011,0.006,0.009,0,0.176,0,0,0.008,0.048,180.833,978,129.533,158.469,241,241
reTOUCH,35,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,8,0.0008,153651,0,0,0,23,56,0.002,0,0.001,0.002,0.002,0.001,0,0.052,0,0,0.001,0.019,100,190,113,-nan,35,35
reTOUCH,35,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,21,0.000525,750598,0,0,0,7,100,0.003,0,0.003,0.003,0.001,0.003,0,0.101,0,0,0.002,0.037,151.613,337,125.581,-nan,63,63
