Filename, Average, Standard deviation, Minimum, Maximum
./samplesAxons/10000/sample1.bin,23.7641,6925.67,0,1456.83
./samplesAxons/10000/sample2.bin,24.6968,7302.98,0,1459.35
./samplesAxons/10000/sample3.bin,22.808,6514.39,0,1459.34
./samplesAxons/10000/sample4.bin,24.6924,7169.21,0,1458.91
./samplesAxons/10000/sample5.bin,21.7456,5969.9,0,1406.2
./samplesAxons/10000/sample6.bin,24.1777,7035.31,0,1458.59
./samplesAxons/10000/sample7.bin,23.6451,6790.02,0,1458.88
./samplesAxons/10000/sample8.bin,24.8357,7530.15,0,1458.44
./samplesAxons/10000/sample9.bin,22.4819,6301.91,0,1458.97
./samplesAxons/10000/sample10.bin,23.5927,6752.08,0,1457.62
