Filename, Average, Standard deviation, Minimum, Maximum
./sampleExt/6000/sample1.bin,0.124082,12.1221,0.000565855,0.650379
./sampleExt/6000/sample2.bin,0.123314,12.0615,9.29342e-05,0.71731
./sampleExt/6000/sample3.bin,0.125612,12.3178,0.000980608,0.671255
./sampleExt/6000/sample4.bin,0.123997,12.0527,0.000354001,0.718043
./sampleExt/6000/sample5.bin,0.122413,11.879,0.000886197,0.633755
./sampleExt/6000/sample6.bin,0.125377,12.2667,5.86738e-05,0.699113
./sampleExt/6000/sample7.bin,0.122896,12.0441,0.000457822,0.725715
./sampleExt/6000/sample8.bin,0.125346,12.2811,3.80542e-05,0.692348
./sampleExt/6000/sample9.bin,0.12442,12.1496,0.000154472,0.819185
./sampleExt/6000/sample10.bin,0.125628,12.3052,0.000324498,0.658414
