Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
reTOUCH,5,2000,2000,./samplesDendrites/2000/sample1.bin,./samplesAxons/2000/sample1.bin,SGrid,3,100,100,1118090,27.9522,196939,1077027,158,0.00395,1379,1488,0.026,0,0.002,2.517,2.517,0.005,4.214,0.014,0,0.005,1.605,0.001,40.3226,472,18.2742,79.6217,125,125,500,4.122,4,0,3,26,211,381,0,0,0,0,0,0,11,7,22,472,0,0,0,0,0,0,6.3773,36.4874,4.65977,5.58446,0,0,0,0,0,0,31.8532,48.4285,27.6305,14.1634,0,0,0,0,0,0,1.72889,59.6723,13.2644,16.1989,0,0,0,0,0,0,45.8221,52.3592,37.5795,43.5774,0,0,0,0,0,0,
rereTOUCH,5,2000,2000,./samplesDendrites/2000/sample1.bin,./samplesAxons/2000/sample1.bin,SGrid,3,100,100,272448,6.8112,151465,265884,158,0.00395,1379,1567,0.005,0,0.004,0.602,0.602,0.008,1.339,0.006,0,0.008,0.715,0,43.5484,381,17,69.6429,125,125,500,1.317,4,0,3,26,211,381,0,0,0,0,0,0,9,7,65,352,0,0,0,0,0,0,6.3773,36.4874,4.65977,5.58446,0,0,0,0,0,0,53.5578,103.885,41.2278,10.5085,0,0,0,0,0,0,1.72889,59.6723,13.2644,16.1989,0,0,0,0,0,0,58.9079,50.863,94.2692,24.7963,0,0,0,0,0,0,
reTOUCH,5,2000,2000,./samplesDendrites/2000/sample1.bin,./samplesAxons/2000/sample2.bin,SGrid,3,100,100,0,0,0,0,0,0,2000,1999,0.184,0,0.002,0,0,0.006,0.578,0,0,0.005,0.385,0,48.3871,1,0.016129,0.125972,125,125,500,0.385,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rereTOUCH,5,2000,2000,./samplesDendrites/2000/sample1.bin,./samplesAxons/2000/sample2.bin,SGrid,3,100,100,0,0,0,0,0,0,2000,2000,0.008,0,0.002,0,0,0.009,0.019,0,0,0.009,0,0,50,0,0,0,125,125,500,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
reTOUCH,5,2000,2000,./samplesDendrites/2000/sample1.bin,./samplesAxons/2000/sample3.bin,SGrid,3,100,100,0,0,19530,0,0,0,1721,1682,0.023,0,0.001,0.002,0.002,0.006,0.122,0,0,0.005,0.057,0.001,43.5484,279,9.62903,41.4539,125,125,500,0.059,4,0,0,0,0,279,0,0,0,0,0,0,183,0,65,70,0,0,0,0,0,0,0,0,0,3.01688,0,0,0,0,0,0,13.6021,0,56.1373,9.53251,0,0,0,0,0,0,0,0,0,3.81207,0,0,0,0,0,0,27.526,0,87.7281,12.0836,0,0,0,0,0,0,
rereTOUCH,5,2000,2000,./samplesDendrites/2000/sample1.bin,./samplesAxons/2000/sample3.bin,SGrid,3,100,100,0,0,11718,0,0,0,1721,1958,0.01,0,0.002,0.002,0.002,0.007,0.034,0,0,0.007,0.013,0,48.3871,279,5.17742,35.4563,125,125,500,0.015,4,0,0,0,0,279,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,3.01688,0,0,0,0,0,0,0,0,0,13.0224,0,0,0,0,0,0,0,0,0,3.81207,0,0,0,0,0,0,0,0,0,10.7096,0,0,0,0,0,0,
reTOUCH,5,2000,2000,./samplesDendrites/2000/sample1.bin,./samplesAxons/2000/sample4.bin,SGrid,3,100,100,0,0,0,0,0,0,2000,1984,0.173,0,0.002,0,0,0.005,0.654,0,0,0.005,0.473,0,46.7742,11,0.258065,1.51269,125,125,500,0.473,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33973,0,0,0,0,0,0,0,0,0,
rereTOUCH,5,2000,2000,./samplesDendrites/2000/sample1.bin,./samplesAxons/2000/sample4.bin,SGrid,3,100,100,0,0,0,0,0,0,2000,2000,0.01,0,0.001,0,0,0.006,0.018,0,0,0.005,0.001,0,50,0,0,0,125,125,500,0.001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
reTOUCH,5,2000,2000,./samplesDendrites/2000/sample1.bin,./samplesAxons/2000/sample5.bin,SGrid,3,100,100,0,0,0,0,0,0,2000,2000,0.064,0,0.002,0,0,0.005,0.071,0,0,0.005,0,0,50,0,0,0,125,125,500,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rereTOUCH,5,2000,2000,./samplesDendrites/2000/sample1.bin,./samplesAxons/2000/sample5.bin,SGrid,3,100,100,0,0,0,0,0,0,2000,2000,0.013,0,0.002,0,0,0.007,0.024,0,0,0.006,0,0,50,0,0,0,125,125,500,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
