Filename, Average, Standard deviation, Minimum, Maximum
../data/samplesAxExpDifLen/60000/sample1.bin,23.6455,16740.5,0,1459.35
../data/samplesAxExpDifLen/60000/sample2.bin,23.6587,16801.4,0,1459.33
../data/samplesAxExpDifLen/60000/sample3.bin,23.8859,17038.9,0,1459.19
../data/samplesAxExpDifLen/60000/sample4.bin,23.2841,16437,0,1459.29
../data/samplesAxExpDifLen/60000/sample5.bin,23.754,16951.4,0,1459.17
../data/samplesAxExpDifLen/60000/sample6.bin,23.3778,16613.6,0,1459.32
../data/samplesAxExpDifLen/60000/sample7.bin,23.6702,16826.3,0,1459.32
../data/samplesAxExpDifLen/60000/sample8.bin,23.7028,16813,0,1458.94
../data/samplesAxExpDifLen/60000/sample9.bin,35.5694,18127.2,0,1457.54
../data/samplesAxExpDifLen/60000/sample10.bin,35.7601,17157.3,0,1048.07
