Filename, Average, Standard deviation, Minimum, Maximum
./samples/6000/sample1.bin,0.125,12.2188,0.000506962,0.712698
./samples/6000/sample2.bin,0.123952,12.1011,0.000558841,0.721026
./samples/6000/sample3.bin,0.125385,12.207,0.000197009,0.714705
./samples/6000/sample4.bin,0.123748,11.9764,0.000137682,0.650324
./samples/6000/sample5.bin,0.127661,12.4725,0.000149872,0.766879
./samples/6000/sample6.bin,0.124984,12.1929,0.00058765,0.680668
./samples/6000/sample7.bin,0.125866,12.3857,0.000278337,0.801626
./samples/6000/sample8.bin,0.125228,12.2191,0.000183066,0.634774
./samples/6000/sample9.bin,0.125021,12.1864,0.00103128,0.638996
./samples/6000/sample10.bin,0.12627,12.2758,6.64568e-05,0.76575
