Filename, Average, Standard deviation, Minimum, Maximum
../data/samplesAxExpDifLen/90000/sample1.bin,23.6484,20561.3,0,1459.35
../data/samplesAxExpDifLen/90000/sample2.bin,23.8125,20738.8,0,1459.33
../data/samplesAxExpDifLen/90000/sample3.bin,23.617,20631.6,0,1459.29
../data/samplesAxExpDifLen/90000/sample4.bin,23.3254,20195.6,0,1459.32
../data/samplesAxExpDifLen/90000/sample5.bin,23.6568,20683.1,0,1459.32
../data/samplesAxExpDifLen/90000/sample6.bin,31.6388,21601.2,0,1458.76
../data/samplesAxExpDifLen/90000/sample7.bin,35.677,20974,0,1048.07
../data/samplesAxExpDifLen/90000/sample8.bin,40.9224,23051.9,0,1051.86
../data/samplesAxExpDifLen/90000/sample9.bin,32.3974,19863.6,0,1202.56
../data/samplesAxExpDifLen/90000/sample10.bin,36.6622,21468.7,0,1051.01
