Filename, Average, Standard deviation, Minimum, Maximum
../data/samplesAxExpDifLen/40000/sample1.bin,23.9905,13969.1,0,1459.35
../data/samplesAxExpDifLen/40000/sample2.bin,23.5974,13708.3,0,1458.88
../data/samplesAxExpDifLen/40000/sample3.bin,23.3676,13397,0,1459.33
../data/samplesAxExpDifLen/40000/sample4.bin,23.8043,13918.6,0,1459.19
../data/samplesAxExpDifLen/40000/sample5.bin,23.641,13547.9,0,1459.04
../data/samplesAxExpDifLen/40000/sample6.bin,23.3091,13536.1,0,1459.29
../data/samplesAxExpDifLen/40000/sample7.bin,23.9215,14104.9,0,1459.17
../data/samplesAxExpDifLen/40000/sample8.bin,23.1829,13148.6,0,1455.24
../data/samplesAxExpDifLen/40000/sample9.bin,23.5924,13839.2,0,1459.32
../data/samplesAxExpDifLen/40000/sample10.bin,23.7525,13821.3,0,1459.32
