Filename, Average, Standard deviation, Minimum, Maximum
./samples/10000/sample1.bin,0.123898,15.6472,0.000506962,0.721026
./samples/10000/sample2.bin,0.125408,15.7269,0.000137682,0.714705
./samples/10000/sample3.bin,0.126176,15.8667,0.000149872,0.766879
./samples/10000/sample4.bin,0.12482,15.7561,0.000278337,0.801626
./samples/10000/sample5.bin,0.125865,15.9029,0.000183066,0.696564
./samples/10000/sample6.bin,0.125718,15.7917,6.64568e-05,0.76575
./samples/10000/sample7.bin,0.125501,15.813,0.000548572,0.723879
./samples/10000/sample8.bin,0.126886,16.0076,0.000384663,0.821847
./samples/10000/sample9.bin,0.122986,15.5034,0.000559481,0.654307
./samples/10000/sample10.bin,0.126031,15.8974,0.000367005,0.695899
