Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,100,100,7068900,44.1806,7068900,0,305,0.00190625,245,0,0.018,0,0.002,16.176,16.176,0.012,16.176,32.422,0,0.001,0.012,0,91.358,2270,46.358,270.136,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,100,100,917273,5.73296,933143,0,305,0.00190625,3100,726,0.013,0,0.006,2.085,2.081,0.027,2.081,4.268,0,0,0.025,0,88.8199,2534,25.9255,205.893,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,100,100,2053805,12.8363,2053805,0,305,0.00190625,3273,245,0.017,0,0.002,4.505,4.505,0.021,4.505,9.103,0,0,0.021,0,90.9091,444,6.62987,41.1792,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,100,100,250548,1.56593,250548,0,305,0.00190625,3551,627,0.016,0,0.005,0.585,0.582,0.003,0.582,1.22,0,0,0.002,0,100,1720,47.1852,191.495,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,100,100,108225,0.676406,108846,0,305,0.00190625,3551,3220,0.012,0,0.006,0.252,0.252,0.005,0.252,0.551,0,0,0.003,0,183.951,135,15.1728,21.0759,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,100,100,15066400,94.165,15066400,0,305,0.00190625,148,0,0.013,0,0.002,34.244,34.244,0.012,34.244,68.546,0,0,0.011,0,93.5484,3632,62.129,457.731,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,100,100,657146,4.10716,756224,0,305,0.00190625,3275,1285,0.014,0,0.007,1.647,1.645,0.026,1.645,3.393,0,0,0.024,0,85,1920,28.6667,184.845,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,100,100,2598641,16.2415,2598641,0,305,0.00190625,3192,148,0.016,0,0.002,6.085,6.085,0.023,6.085,12.27,0,0,0.021,0,90.0826,419,7.61157,43.8235,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,100,100,287851,1.79907,287851,0,305,0.00190625,3561,747,0.013,0,0.004,0.672,0.67,0.003,0.67,1.386,0,0,0.002,0,100,1720,59.5484,220.599,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,100,100,152459,0.952869,152699,0,305,0.00190625,3561,3192,0.019,0,0.005,0.351,0.349,0.004,0.349,0.764,0,0.001,0.004,0,185.484,192,20.1129,23.7328,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,4,100,100,4248100,26.5506,4248100,0,305,0.00190625,996,0,0.014,0,0.002,9.579,9.577,0.012,9.577,19.217,0,0,0.011,0,81.4815,898,55.6296,171.949,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,4,100,100,390617,2.44136,398923,0,305,0.00190625,3465,1863,0.017,0,0.006,0.88,0.879,0.028,0.879,1.867,0,0,0.026,0,85.1852,1261,24.7407,144.96,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,4,100,100,1497372,9.35858,1497372,0,305,0.00190625,3265,996,0.009,0,0.002,3.346,3.344,0.017,3.344,6.756,0,0,0.016,0,78.0822,898,32.0548,129.897,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,4,100,100,356615,2.22884,356615,0,305,0.00190625,3488,627,0.014,0,0.004,0.793,0.789,0.003,0.789,1.632,0,0,0.002,0,100,1720,71.9444,241.761,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,4,100,100,278652,1.74158,282678,0,305,0.00190625,3488,1878,0.017,0,0.006,0.628,0.626,0.003,0.626,1.309,0,0,0.003,0,187.037,242,48.7778,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,5,100,100,13451800,84.0738,13451800,0,305,0.00190625,288,0,0.015,0,0.002,30.806,30.806,0.012,30.806,61.673,0,0,0.011,0,90.1961,2874,72.7843,410.631,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,5,100,100,854023,5.33764,908052,0,305,0.00190625,3284,1551,0.016,0,0.006,2.139,2.136,0.025,2.135,4.374,0,0,0.023,0,87.1287,1879,31.3366,207.166,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,5,100,100,1875610,11.7226,1875610,0,305,0.00190625,3295,288,0.013,0,0.002,4.084,4.083,0.025,4.083,8.259,0,0,0.024,0,86.4583,259,10.5,38.3235,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,5,100,100,370731,2.31707,370731,0,305,0.00190625,3326,635,0.013,0,0.006,0.833,0.831,0.004,0.831,1.713,0,0,0.003,0,100,1720,79.1961,244.065,1,1
