Filename, Average, Standard deviation, Minimum, Maximum
../data/samplesAxExpDifLenSmall/20000/sample1.bin,24.2305,10064.7,0,1459.35
../data/samplesAxExpDifLenSmall/20000/sample2.bin,23.7504,9686.87,0,1459.34
../data/samplesAxExpDifLenSmall/20000/sample3.bin,22.9553,9225.47,0,1458.59
../data/samplesAxExpDifLenSmall/20000/sample4.bin,24.2397,10139.4,0,1458.88
../data/samplesAxExpDifLenSmall/20000/sample5.bin,23.0363,9236.08,0,1458.97
../data/samplesAxExpDifLenSmall/20000/sample6.bin,23.6923,9703.29,0,1459.33
../data/samplesAxExpDifLenSmall/20000/sample7.bin,24.0674,9963.37,0,1458.93
../data/samplesAxExpDifLenSmall/20000/sample8.bin,23.5509,9720.54,0,1459.19
../data/samplesAxExpDifLenSmall/20000/sample9.bin,24.028,9823.9,0,1459.04
../data/samplesAxExpDifLenSmall/20000/sample10.bin,23.2542,9329.15,0,1439.46
