Filename, Average, Standard deviation, Minimum, Maximum
./samples/8000/sample1.bin,0.124592,14.0944,0.000506962,0.721026
./samples/8000/sample2.bin,0.12393,13.906,0.000197009,0.658012
./samples/8000/sample3.bin,0.125031,14.0071,0.000137682,0.714705
./samples/8000/sample4.bin,0.126676,14.2813,0.000149872,0.766879
./samples/8000/sample5.bin,0.125065,14.133,0.000278337,0.801626
./samples/8000/sample6.bin,0.126081,14.2608,0.000183066,0.696564
./samples/8000/sample7.bin,0.125209,14.0857,0.000444506,0.76575
./samples/8000/sample8.bin,0.126217,14.1962,6.64568e-05,0.723879
./samples/8000/sample9.bin,0.125735,14.2059,0.000705633,0.821847
./samples/8000/sample10.bin,0.126807,14.2711,0.000384663,0.774906
