Filename, Average, Standard deviation, Minimum, Maximum
../data/samplesAxExpDifLen/50000/sample1.bin,23.5416,15191.3,0,1459.35
../data/samplesAxExpDifLen/50000/sample2.bin,23.7429,15413.7,0,1458.97
../data/samplesAxExpDifLen/50000/sample3.bin,23.7339,15490.9,0,1459.33
../data/samplesAxExpDifLen/50000/sample4.bin,23.7027,15214.4,0,1459.19
../data/samplesAxExpDifLen/50000/sample5.bin,23.5612,15418.2,0,1459.29
../data/samplesAxExpDifLen/50000/sample6.bin,23.59,15259.4,0,1459.17
../data/samplesAxExpDifLen/50000/sample7.bin,23.5577,15280.7,0,1459.31
../data/samplesAxExpDifLen/50000/sample8.bin,23.4981,15282.1,0,1459.32
../data/samplesAxExpDifLen/50000/sample9.bin,23.5783,15386.8,0,1459.14
../data/samplesAxExpDifLen/50000/sample10.bin,27.218,16177.6,0,1458.76
