Filename, Average, Standard deviation, Minimum, Maximum
../data/samplesAxExpDifLenSmall/15000/sample1.bin,23.6813,8440.07,0,1456.83
../data/samplesAxExpDifLenSmall/15000/sample2.bin,23.8313,8514.78,0,1459.35
../data/samplesAxExpDifLenSmall/15000/sample3.bin,24.135,8434.16,0,1458.91
../data/samplesAxExpDifLenSmall/15000/sample4.bin,22.9316,8085.23,0,1458.59
../data/samplesAxExpDifLenSmall/15000/sample5.bin,24.2312,8754.54,0,1458.88
../data/samplesAxExpDifLenSmall/15000/sample6.bin,23.0781,8116.68,0,1458.97
../data/samplesAxExpDifLenSmall/15000/sample7.bin,23.7833,8389.7,0,1459.33
../data/samplesAxExpDifLenSmall/15000/sample8.bin,23.5289,8327.95,0,1457.49
../data/samplesAxExpDifLenSmall/15000/sample9.bin,24.0406,8699.75,0,1458.93
../data/samplesAxExpDifLenSmall/15000/sample10.bin,23.4583,8371.24,0,1457.82
