Filename, Average, Standard deviation, Minimum, Maximum
./sampleExt/4000/sample1.bin,0.123227,9.80412,0.000690527,0.636607
./sampleExt/4000/sample2.bin,0.125975,10.0786,9.29342e-05,0.67912
./sampleExt/4000/sample3.bin,0.121975,9.73832,9.92053e-05,0.71731
./sampleExt/4000/sample4.bin,0.12633,10.1342,0.000995315,0.671255
./sampleExt/4000/sample5.bin,0.12406,9.87542,0.000704657,0.718043
./sampleExt/4000/sample6.bin,0.123998,9.83579,0.000354001,0.710962
./sampleExt/4000/sample7.bin,0.123782,9.79819,0.000886197,0.633755
./sampleExt/4000/sample8.bin,0.122755,9.78366,0.000775315,0.699113
./sampleExt/4000/sample9.bin,0.125131,9.99152,5.86738e-05,0.657072
./sampleExt/4000/sample10.bin,0.123635,9.91387,0.000457822,0.725715
