Filename, Average, Standard deviation, Minimum, Maximum
./sampleExt/2000/sample1.bin,0.120651,6.78913,0.000690527,0.636607
./sampleExt/2000/sample2.bin,0.125787,7.07169,0.0010687,0.616462
./sampleExt/2000/sample3.bin,0.125811,7.12844,0.000565855,0.650379
./sampleExt/2000/sample4.bin,0.125985,7.11502,9.29342e-05,0.67912
./sampleExt/2000/sample5.bin,0.121824,6.9234,9.92053e-05,0.68074
./sampleExt/2000/sample6.bin,0.122187,6.84932,0.00101491,0.71731
./sampleExt/2000/sample7.bin,0.126558,7.23336,0.0011449,0.671255
./sampleExt/2000/sample8.bin,0.126274,7.10116,0.000995315,0.609827
./sampleExt/2000/sample9.bin,0.124061,6.99786,0.000980608,0.667801
./sampleExt/2000/sample10.bin,0.123896,6.96205,0.000704657,0.718043
