Filename, Average, Standard deviation, Minimum, Maximum
./samplesDendrites/8000/sample1.bin,2.93942,966.145,0,494.18
./samplesDendrites/8000/sample2.bin,2.6313,803.103,0,286.094
./samplesDendrites/8000/sample3.bin,3.44831,1229.76,0,455.785
./samplesDendrites/8000/sample4.bin,2.81061,821.495,0,372.121
./samplesDendrites/8000/sample5.bin,3.37101,1508.85,0,1086.5
./samplesDendrites/8000/sample6.bin,2.64998,763.146,0,302.199
./samplesDendrites/8000/sample7.bin,3.09552,1039.66,0,453.749
./samplesDendrites/8000/sample8.bin,3.43732,1048.56,0,344.97
./samplesDendrites/8000/sample9.bin,3.59665,941.238,0,340.143
./samplesDendrites/8000/sample10.bin,2.93029,1502.09,0,1126.44
